url,article_date,year,month,source,type,text_clean,topic_num,topic_name,dominant_topic_weight,school_infrastructure_and_design,state_examinations,teaching_profession_and_regulation,student_inclusion_and_participation,early_years_and_inspection,school_self_evaluation,school_governance_and_ethos,international_assessment,education_policy_and_strategy,wellbeing_and_parental_guidance,state_examinations_administration,staff_employment_and_leave,curriculum_and_assessment,education_and_social_research,special_education
https://www.gov.ie/en/department-of-education/publications/inspection-reports/,2025-04-11,2025,4,gov_ie,government,inspection reports the inspectorate of the department of education carries out different types of inspections in schools and centres for education early years education inspections are carried out in early years services participating in the early childhood care and education programme a programme which provides a period of free early childhood care and education for children before they start school during these inspections we evaluate the quality of the nature range and appropriateness of the early educational experiences for children participating in the ecce programme the main activity of an early years education inspection is the observation of the processes and practices relating to children s learning in one or more learning rooms or areas in the early years setting the guide to early years education inspections outlines how we conduct inspections in early years settings the guides to inspections in primary and post primary schools set out how we conduct inspections in schools information on the different types inspections in schools is shown below a teacher or a board of management affected may seek a review of the inspection using the procedures outlined in procedure for review of inspection of schools and teachers under of the education act you will find all school inspection reports on the inspection reports list you can also use our find a school directory to see information about an individual school including inspection reports published for that school whole school evaluations are carried out in primary and post primary schools during these inspections we evaluate the quality of the school management and leadership the quality of teaching learning and assessment and the school s own planning and self review the way in which we inspect the school during wse varies somewhat for example we use slightly different processes in primary and post primary schools sometimes the inspection has a subject or curriculum focus and at other times we concentrate on a range of different lessons across a wide range of subjects we provide oral to the school community at the end of these inspections and we provide a printed report which is published on our website curriculum evaluations are conducted in primary schools they are a focused evaluation of a particular subject of the primary school curriculum such as mathematics history or social personal and health education during a curriculum evaluation we evaluate three main aspects of the school s provision for that subject the quality of the pupils learning in the subject how the school supports pupils learning in that subject and how the schools plans for that subject curriculum evaluations generally take between one and two days and during the evaluation the inspector visits classrooms interacts with pupils examines aspects of their work meets with some teachers and reviews a limited number of relevant school documents we provide oral at the end of these evaluations and the school receives a written report subject inspections evaluate the teaching and learning of an individual subject in post primary schools we inspect how well the school plans for the teaching of the subject and the quality of teaching and learning in the subject department we provide oral to the school community at the end of these inspections and we provide a printed report which is published on our website programme evaluations are used to inspect the provision of particular programmes that are provided in post primary schools these programmes include junior certificate school programme the transition year programme leaving certificate applied and leaving certificate vocational programme in post primary schools we inspect how well the school plans for the teaching of the programme and the quality of teaching and learning that students we provide oral to the school community at the end of these inspections and we provide a printed report which is published on our website the inspectorate evaluates and reports on individual deis schools action planning for improvement during these inspections we evaluate how the school devises implements and monitors its action plan and how this impacts on learner outcomes we meet with the school principal the in school leadership team and with groups of parents pupils and teachers and we observe teaching and learning in classrooms parents and pupils also complete questionnaires oral is provided at the end of these evaluations and the school receives a written report which is published on this of the website follow through inspections evaluate the progress a school has made on implementing recommendations made in an earlier inspection where a written report has been published or issued to the school the of the follow through inspection is determined in the published or issued report the process allows for sufficient flexibility to gather evidence relating to the progress made on implementing some or all of the main recommendations in the original inspection report at the end of the inspections we provide oral about the findings and we provide a written report which is published on our website specialised or thematic inspections in schools are used when we want to examine the teaching of a specific subject or issue in the educational system these inspections usually have a strong research focus for example we have used specialised inspections to examine issues in deis schools we have also used them when we researched the teaching of english as an additional language normally we provide oral and a written report to the school or centre and often a national report summarising the general trends that we have identified child protection and safeguarding inspections are carried out in primary and post primary schools schools attached to special care units and youthreach centres during these inspections we look in a focused and in depth way at how school boards and school staff are fulfilling their legal responsibilities in relation to the protection and safeguarding of children as required of them under the child protection procedures for primary and post primary schools in each school selected for a child protection and safeguarding inspection two inspections are held an initial child protection inspection and a final child protection inspection usually the inspections take place within four to six weeks of each other at the end of each inspection we provide verbal to the school and a printed report the report from each inspection is published simultaneously on our website the process of conducting an initial and final inspection is designed to promote improvement in the implementation of child protection procedures by schools it also facilitates the promotion of best practice in school leadership as it relates to child protection the guide to child protection and safeguarding inspections sets out how we conduct child protection and safeguarding inspections in primary and post primary schools centres for education and other learning settings the evaluation of provision for students with additional and special educational needs is a focused evaluation of provision for students with additional and special educational needs in post primary schools during these evaluations inspectors report on the following questions during the evaluation inspectors both mainstream and support classes engage with students review their work files individual plans and assessment data and administer parent questionnaires inspectors also meet with special education teachers special needs assistants and focus groups of parents and of students the school receives an opportunity to report on its provision for pupils with special educational needs during these evaluations through completing a school information form and through meetings with the inspector we provide oral at the end of these inspections and the school received a written report schools attached to special care units and children detention centres are inspected annually in order to quality assure the education provided for the children and to provide advice and support to the teachers principals and the managements of the schools the inspection of these schools takes into account the particular circumstances of the school including the varied experiences of its students during the inspection we place a particular focus on teaching and learning the general management and operation of the school and the school s capacity for improvement we provide oral to the school principal at the end of these inspections and a printed report is published on our website reports evaluations of centres for education are carried out in centres such as youthreach centres and other centres that are not recognised schools they are similar to whole school evaluations during these inspections we evaluate the quality of the centre management and leadership the quality of teaching learning and assessment and the centre s own planning and self review we provide oral to the staff and board of management at the end of these inspections and we provide a printed report which is published on our website inspections in centres for education supporting the safe provision of schooling inspections are carried out in primary and post primary schools schools attached to special care units and youthreach centres during these inspections we look at how schools are implementing the department s covid response plan for the safe and sustainable operation of primary and special schools this plan provides key messages to minimise the risk of covid for staff learners families and the wider community while recognising the importance of the safe and sustainable provision of schooling for the health and wellbeing of students and of society as a whole at the end of each inspection we provide verbal to the school and a printed report the report from each inspection is also published on our website the process of conducting ssps inspection visits is designed to provide an assurance to the public that the department s guidelines are being implemented and to support schools in implementing them supporting the safe provision of schooling teagasc is the agriculture and food development authority in ireland and is the main provider of further education in agriculture food horticulture forestry and equine studies in ireland it provides courses in seven colleges three of which are in private ownership during these inspections we evaluate the quality of the education and training provision in those colleges the inspection reports on lessons observed in a range of learning settings in the college interaction with students and review of their work meetings with the principal with key staff members and with student representatives completed staff questionnaires and a selection of college documents teagasc and the college management are given an opportunity to comment in writing on the findings and recommendations of the report and their response will be found in the appendix of the report whole college evaluations in colleges offering teagasc courses the inspectorate of the department of education at the request of the department of tourism culture arts gaeltacht sport and media conducts an annual programme of inspection on a sample of courses organised language colleges these irish language courses for post primary students and senior primary pupils are generally three weeks in duration and are mainly organised during the summer months inspections of irish language courses assure the quality of the education provided for students and provide advice and support to the teachers principals and the management committees of colleges inspection reports are based on the inspector s observation of teaching learning and cultural activities interaction with students discussion with management and inspection of relevant documentation at the end of each inspection the inspector provides the teachers and the principal of the irish language course with on the quality of educational provision in the setting inspection reports on courses provided by irish language colleges are subject to the normal quality assurance procedures of the inspectorate the draft report is issued to the chairperson of the irish language college steering committee for factual verification and later the final report is issued for college response subsequently the irish and english versions of the inspection report are published on the website of the department of education and on the website of the department of tourism culture arts gaeltacht sport and media this guide to inspections of courses in irish language colleges provides information on the model of inspection used of the department of education to evaluate educational provision in courses provided by irish language colleges classes for children and young people with a specific learning disability are special classes attached to a mainstream primary school that cater for up to eleven children who are in the senior classes of a primary school these classes offer intensive intervention in literacy skills to children and young people whose overall ability level is average or above and whose performance in literacy skills as measured by a standardised test is at or below the nd percentile there are thirteen sld classes attached to ten mainstream primary schools in the country the inspectorate was requested s special education to evaluate provision in these classes this report captures the findings of that evaluation which was carried out in a sample of six classes in the period january november the report identifies the context in which these special classes were set up and notes the evolving landscape from the report of the special education review committee in to ireland s ratification of the convention on the rights of persons with disabilities in march against this backdrop the report looks at how provision currently operates for this cohort of students the evaluation found that pupil outcomes were good or very good in most but not all of these classes the findings also note that while teachers practice in the majority of classes was at a good or very good level this was not consistent across all classes and in one of the classes practice was less than satisfactory the evaluation also found that many of the factors that are characteristic of effective practice in all schools leadership teacher deployment teacher continuous professional development and individualised planning are also important factors influencing the quality of provision in the sld classes the findings indicate that the quality of these aspects of provision are good or very good in the majority of these classes the quality was less than satisfactory in a few classes the report also noted that for some children attendance at these special classes required travel of up to km this raised concerns about issues of distance and separation from the child s local community in assisting special education in determining policy options relating to the future of special classes for pupils with sld the inspectorate considers the following to be particularly important while this report highlights many aspects of practice within sld classes only longitudinal data can address questions regarding the longer term outcomes for children who attended these classes consequently the report recommends that the department s special education in collaboration with the ncse should consider the possibility of requesting expressions of interest from educational researchers in researching the longer term outcomes for children who attended sld classes attached to mainstream schools and the impact of the experiences of these classes on their future educational pathways reports of inspections irish language colleges,4,early_years_and_inspection,0.30902707309137856,0.06760464487329852,0.013231095953666519,0.009535318032651778,0.006383140902146764,0.30902707309137856,0.06595644640115644,0.012386451422234584,0.07921122485131415,0.0,0.000537484124076506,0.0,0.0015021655522972912,0.04168280935339961,0.06984416868292471,0.0
https://www.gov.ie/en/department-of-health/publications/covid-19-coronavirus-health-advice-for-parents-and-children/,2025-04-11,2025,4,gov_ie,government,covid health advice for parents and children from department of health department of education and youth these guidelines are correct as of friday march and will be added to upon active review and consideration the following institutions will close to students these facilities will remain closed until th april and will be reviewed on an ongoing basis covid is an infectious disease our delay strategy is planned to slow down the spread of the virus these social distancing measures should significantly reduce the total number of cases and deaths and the demand for hospital capacity during the peak of the epidemic children may play a significant role in spreading this virus even if all are deemed healthy physical distancing should be practiced this is especially the case in relation to vulnerable groups like older people it is strongly recommended that those who are asked to mind children during this time should not be older than age or have a chronic disease or be in an immunosuppressed state children who are sick should not anybody a childminder can come to your if appropriate social distancing hand hygiene and respiratory etiquette measures are maintained between all concerned and the childminder is not a member of a vulnerable group parents should try and avoid arranging play dates for groups of young children at this early stage of the outbreak it is still important to exercise outdoors however you should keep play to your immediate family group and stay at least metres from those you don t a with continue to spend time outdoors the fresh air is good for kids and for you as parents but please do this as a family rather than meeting up in groups while some playgrounds may be closed those that are open may still be visited but it is important to stress that appropriate physical distancing hand hygiene and respiratory etiquette measures need to be maintained in all situations at continue to follow your usual hand hygiene practices clean surfaces regularly with a detergent disinfectant or disinfectant wipe this includes counters table tops doorknobs bathroom fixtures toilets toilet handles phones keyboards tablets and bedside tables let the child young person s questions and their age guide as to how much information to provide children and young people look to the adults in their lives to guide them on how to react to worrying and stressful events if the adults in their lives seem overly worried their own anxiety may rise worry is understandable however from the data so far children are the group least affected by covid it is not yet known whether some children may be at higher risk of severe illness for example children with underlying medical conditions or special healthcare needs however children and adults with underlying conditions should be vigilant in watching out for symptoms and strictly following the hand hygiene respiratory etiquette and physical distancing guidance it is important to try and maintain normal activities for children s overall wellbeing campaigns policies,9,wellbeing_and_parental_guidance,0.1591058374493211,0.0,0.0,0.0,0.0917281309275116,0.03898888806313054,0.0,0.0,0.0,0.0,0.1591058374493211,0.0011639414146045117,0.0,0.0,0.0,0.046012841731257415
https://www.esri.ie/publications/second-level-student-experiences-in-a-time-of-change,2025-02-22,2025,2,esri,think_tank,second level student experiences in a time of change chapter in mooney b ireland s education yearbook pp as the irish education system undergoes reform a recent study at the economic and social research institute provides a timely opportunity to assess how students across different school contexts are faring this article focuses on two themes from the findings how school social mix shapes student and how students are experiencing the revamped junior cycle programme phyllis mitchell dublin,12,curriculum_and_assessment,0.21413971656122713,0.0,0.0,0.0,0.0,0.0,0.0,0.005533411503668687,0.0,0.028331105930753383,0.0,0.027103462075219156,0.0,0.21413971656122713,0.0,0.14593003719391756
https://www.gov.ie/en/department-of-education/publications/student-participation-in-primary-and-post-primary-schools-a-rights-respecting-approach-2024/,2025-11-17,2025,11,gov_ie,government,student participation in primary and post primary schools a rights respecting approach chapter student participation in primary and post primary schools a rights respecting approach the right of children and young people to participate in decisions on all matters affecting them is enshrined in the united nations convention on the rights of the child article specifically relates to the child s right to express their views freely and to have their views given due weight the un committee on the rights of the child advises that schools as well as bodies providing services for children establish permanent ways of consulting with children in all decisions concerning their functioning the department s inspectorate is one such body as inspection affects children it is therefore a matter about which they are entitled to have their views sought listened to and taken into account research shows that children have views about inspection and want to express them a key principle of the code of practice for the inspectorate is that inspectors will seek and give due weight to the views and opinions of learners according to their age and maturity this commitment borrows directly from article the inspectorate considers children as agentive and competent social actors it recognises their unique and valuable contribution to the inspection process in offering unique and honest views on school and classroom practice this chapter highlights the benefits of student participation provides detail of approaches taken to encourage student participation in inspection and some resultant findings and outlines some related projects underway in the inspectorate and the wider department convention on the rights of the child treaty no united nations treaty series committee on the rights of the child the aims of education crc c gc april conneely s children s right to be heard during whole school evaluation in irish primary schools student s and teachers perspectives doctoral thesis queens university belfast available at department of education code of practice for the inspectorate dublin inspectorate available at the benefits of student participation are widely acknowledged they include the creation of a stronger sense of agency where students realise that they can have impact on things that matter the enhancement of status through recognition of their capacity as insightful commentators and honing their thought processes to think critically about their experiences according to lansdown a virtuous circle is created the more children participate the more effective their contributions and the greater the impact on their development educational stakeholders also highlight considerable benefits from student participation such as improvements in service provision and decision making in addition to these advantages teachers inspectors and policymakers gain access to the specialist and largely untapped knowledge that students have about their schools furthermore as students have a unique perspective on what happens in school and classrooms many student voice projects can act as a catalyst for change in schools including improvements in teaching and curriculum with students enriches the inspection process the uncrc emphasises that children and young people are expert in their own lives with much to tell and to help decision makers to make decisions about matters that affect them as part of the inspection process students views are sought listened to given due weight and acted upon from inspection we know that students can offer important insights into areas such as learning facilities activities safety atmosphere and homework this information forms part of the evidence base for inspection the inspectorate works to ensure that the elicitation of children and young people s views does not occur mainly to serve institutional ends we work to ensure that involvement is beneficial for them as well as for schools and the inspectorate we believe that we have an important role in advocating for students rights generally the core objectives of child advocacy include elevating the status of children enhancing their self determination and ensuring that institutions are responsive and accountable to their needs involving children and young people in inspection is not new as part of the inspection process the inspectorate has elicited their views formally through use of surveys and focus groups for many years more recently the inspectorate considered whether the purpose and method of our engagement sufficiently emphasised children s agency or did justice to the principle enshrined in article we wanted to do more than treat children s views as a data source we wanted to facilitate them to express their views freely during inspection and to have their views given due weight as part of an empowering process the inspectorate has taken an incremental approach to enhancing student participation in the inspection process we designed a child centred rights respecting methodology that explicitly includes the voice of children in the work of the inspectorate a rights respecting approach acknowledges students fundamental right to be part of every decision that affects them as a matter of principle it takes children s views seriously bearing in mind their age and maturity and recognises the unique and invaluable contribution that they can make to the inspection process over the period the inspectorate worked with advisory groups of children and young people in developing materials and approaches for inspection the approach and methods we use emphasise children s agency in this way they are strengths based we implement targeted strategies to support children in forming their views on important issues when necessary we also work to create the right conditions that allow children regardless of their age to express their opinions this approach leads to multiple benefits for inspections and schools including better decision making and improved outcomes this methodology was influenced within the inspectorate and support from the department of children disability and equality schools and early learning and care settings the national framework for children and young people s participation in decision making and the lundy model were influential in progressing this work lundy conceptualised article as encompassing space voice audience and influence the goal for the inspectorate was to enhance opportunities for children s participation at all three stages of inspection before during and after the inspectorate is continually seeking to improve how it seeks listens and takes on board the views of children and young people currently we are taking a three stage approach to increasing the involvement of children before during and after inspection rudduck j and fielding m student voice and the perils of popularity educational review vol pp frost d and macbeath j learning to lead an evaluation university of cambridge faculty of education roberts j and nash a enabling students to participate in school improvement through students as researchers programme improving schools vol pp lansdown g every child s right to be heard save the children uk p available at every childs right be heard resource guide un committee rights child general comment no shier h pathways to participation revisited nicaragua perspective new zealand association for intermediate and middle schooling issue two dialogue and debate november czerniawski g student voice by numbers research in secondary teacher education april vol pp cook sather a student voice across contexts fostering student agency in today s schools theory into practice fielding m transformative approaches to student voice theoretical underpinnings recalcitrant realities british educational research journal smith anne children s rights and early childhood education links to theory and advocacy australasian journal of early childhood lansdown g every child s right to be heard save the children uk available at every childs right be heard resource guide un committee rights child general comment no previously the department of children equality disability integration and youth department of children and youth affairs national strategy on children and young people s participation in decision making dublin government publications available at lundy l voice is not enough conceptualising article of the united nations convention on the rights of the child for education british education research journal december vol pp in the oecd emphasised the importance of providing children with information to empower them effectively adults have a key role in supporting and enabling children s right to a voice in decision making the inspectorate supports the principle informed by article of the uncrc and advocated mcevoy that children have the right to information and adult guidance while their views are in formation this helps them in determining and expressing a developed and informed there is a need to be clear with children and young people about the purpose of inspection the role of the inspector and how their engagement with the inspection process will transact children have told us that advance information about the purpose of inspection and the role of the inspector would help to alleviate fears ensure consistent messaging and enhance their readiness to participate they gave advice on the information that would be relevant and the most effective ways to such information consequently a suite of resources including information leaflets and animated videos for children in early years primary and post primary including an e book for the early years was developed in with them these are available at the inspectorate is continually looking at ways to improve our engagement with children and young people during inspection the inspectorate has extended the use of focus groups to almost all inspection types where schools get advance notice of an inspection our work in focus groups is underpinned reflecting those recommended to be transparent informative voluntary respectful relevant children friendly inclusive safe and sensitive to risk we use best practice regarding consent assent and child safeguarding children provided advice about what would best help them to decide whether to participate in focus groups consequently we developed informational videos about how focus groups operate during inspection in we also launched a webinar for teachers about the inspectorate s approach to strengthening student participation in inspection all resources are available at inspectors undertake post evaluation meetings with the leadership and teaching staff of schools to discuss the findings and recommendations following an inspection afterwards a report issues to the school leaders for response the report is uploaded subsequently to the department s website for public access until inspectors wrote these reports solely with an adult readership in mind children and young people recommended that we extend our reporting practice to include them in september the inspectorate introduced a student friendly within all curriculum evaluation reports in primary schools and subject inspection reports in post primary schools children and young people have been very positive about the particularly about what it meant in terms of acknowledging their right to information and their participation within schools and the education system the was developed through with school leaders teachers and students they made other recommendations about how to further enhance information sharing with students following an inspection including post evaluation meetings we aim to explore the feasibility of implementing these ideas in the future through further research during whole school evaluation surveys are administered to students to elicit views on their of school and learning in the inspectorate administered surveys in primary schools and in post primary schools the surveys indicate that a high proportion of children and young people feel that their opinions are listened to at school in primary schools a little over agreed that their opinions were listened to in their school all of the time while agreed that this happened most of the time indicated that this happened sometimes with just over of the that it never happened the survey in post primary schools asked students whether they thought that teachers listened to them almost agreed that this happened all of the time with almost agreeing that it happened most of the time almost of post primary respondents indicated that teachers listened sometimes under were of the that teachers never listened to them much of the research literature tells us that there is a very positive disposition toward children s voice generally however others would argue that children s voice is not universally embraced as an integral part of school life there is untapped potential in hearing students views about teaching approaches curriculum implementation and assessment strategies the national participation framework and the action plan aim to empower children to play a more active and meaningful role in the decision making processes within their schools while findings from inspection surveys indicate that most children and young people felt that their teachers listened to them and that their opinions were heard school staff and leadership should assess how well they empower children to influence their own learning and participate in decision making hub na nóg the national centre of excellence and coordination in children and young people s participation in decision making offers essential tools to assist schools in planning implementing and assessing participation initiatives in addition the newly established student participation unit within the department discussed later in this chapter intends to provide further guidance to schools oecd what does child empowerment mean today implications for education and well being educational research and innovation oecd publishing paris available at convention on the rights of the child treaty no article lundy l and mcevoy l children s rights and research processes assisting children to formed views childhood pp martinez sainz g devine d sloan s symonds j moore b barrow n and ioannidou o a rights based exploration of children s pedagogic voice in the classroom education available at brown m mcnamara g cinkir s fadar j figuiredo m vanhoof j skerrit c o brien s kurum g o hara j and rocha j parent and student voice in evaluation and planning in schools improving schools pp martinez sainz et al a rights based exploration of children s pedagogic voice in the classroom education fleming d p student voice in irish post primary schools a drama of voices phd thesis university college cork department of children equality disability integration and youth participation framework national framework for children and young people s participation in decision making available at dcediy participation of children and young people in decision making action plan available at hub na nóg is a dcde initiative inspection reports from tell of children s willingness to be involved in focus groups and their ready and positive engagement in discussion about their learning inspection reports are available to read at during focus groups students spoke of various issues relevant to their school context for example in some post primary schools students commended the teachers sharing of the learning intentions and success criteria as useful elements in lessons they spoke about positive experiences of classroom based assessments where they could research and their passion about particular subjects of interest to them in other post primary schools they spoke about the high levels of individualised support available from their teachers if they had any difficulties for example they spoke about the range of support materials made available to them online these included in class presentations study notes online clips and worked examples provided the lunchtime maths club was also mentioned where students could get additional support primary and post primary students spoke positively of resources used at school level to support their learning for example they mentioned that the use of videos and analogies supported their understanding of difficult concepts while online quizzes and the use of the school s digital platform to notes and other support material also reinforced their learning aspects of provision which pupils found particularly beneficial were the increased use of mathematical games information and communications technology in lessons and the integration of mathematics with other areas of the curriculum they also enjoyed using mathematics applications and enthusiastically described zoom calls with experts in science technology engineering and mathematics as particularly engaging students also identified what would further support their learning for example additional practices they identified that would further support their learning were lunchtime book borrowing opportunities more choice and inclusion in the poems and texts studied and more visual and audio supports for learning they noted that they were better able to understand concepts through discussion and practical work they highlighted some previous beneficial learning experiences such as when they went outside to explore area and perimeter pitch goal posts and bench and to find shapes in the environment the uncrc does not impose a lower age limit on the right to participate and the crc discourages the introduction of age limits either in law or in practice that restrict the child s right to participation in decision making article acknowledges that children like adults have different levels of competence at different stages of their lives the crc advises that we start with the presumption that the child has the capacity to form their own views and the right to express them it is not up to the child to first prove capacity research confirms that young children can provide valuable insights into how they perceive their education experiences children s capacity for varies more according to their than their age in the inspectorate undertook research in a number of junior primary schools of which there are ninety across ireland to this point the inspectorate had not used focus group or surveys to elicit children s views in junior primary schools the research team considered appropriate approaches and tools to enable younger children to express their views fully safely freely and in appropriate ways including the use of talking props and icebreakers from september focus groups for curriculum evaluations will be introduced in junior primary schools professor laura lundy has described ireland as an international leader in its efforts to engage children meaningfully in policy and public decision making as outlined in the chief inspector s report ireland was the first country in europe in to develop a national strategy on children s participation in decision making that strategy was succeeded national policy framework for children and young people and the participation of children and young people in decision making action plan both the framework and action plan are underpinned and commit to the voices of children and young people being heard and listened to in matters affecting them in april the department published cineáltas action plan on bullying the plan contained a key action to establish a dedicated unit to promote the voice of children in the department including in curriculum development policy development processes and inspection and to ensure they had a meaningful input into the development of department policy the department established the student participation unit in april an expert group led lundy and which included the inspectorate advised on the establishment of the student participation unit the expert group s work was guided children reports from the expert group namely the report of the expert group on student participation the background report of the expert group on student participation and the report on consultations with children and young people inform the work of the unit the department s student participation implementation plan was published in october the implementation plan contains fifty actions to support the department to further embed a culture of participation of children and young people into policy development from autumn to end amongst these is a commitment to raising awareness of the importance and benefits of children s participation in decision making among students parents teachers school leaders school staff and boards of management at the end of the period the department will publish an implementation report which will be heavily informed of children in the implementation plan the inspectorate committed to three specific actions considering each of the three in turn action in and again in the chief inspector published a for children and young people informing them about the work of the inspectorate and the inspection programme for that year in its webinar for teachers the inspectorate also outlined why and how it elicits children s views during inspection in addition in two videos were published in which children and young people interviewed the chief inspector about their right to be heard during an inspection action in the inspectorate worked closely with primary and post primary schools in sharing examples of student participation and leadership we published four videos recorded in schools where school leaders teachers and students talk about their student participation the videos available on information for children and young people about inspection showcase what is happening in the schools as a means to encourage other schools to enhance student participation and leadership a fifth video is due to be published in over time further videos will be added to the series action as noted earlier the student friendly in inspection reports was introduced ring e and o sullivan l play as learning implications for educators and parents from findings of a national evaluation of school readiness in ireland available at alderson p listening to children children ethics and social research barnados illford lundy l introduction to background report of the expert group on student participation department of education ireland p available at department of education chief inspector s report dublin the stationery office available at department of children and youth affairs national strategy on children and young people s participation in decision making available at available at available at department of education background report of the expert group on student participation p available at available at available at available at available at on a new policy framework for children and you available at available at the charter bill has been passed and at the time of the of this report is awaiting a date for committee stage in the dáil the aim of the charter bill is to improve the school community s level of engagement comment and observations from children and parents and a listening culture in schools the charter bill reflects the department s commitment to promoting schools engagement with children parents and the whole school community this legislation will provide greater clarity for children and their parents on what they can expect from schools and will help to ensure that schools children and parents continue to work effectively in partnership together once the bill is passed and following with education stakeholders the minister for education and youth will publish charter guidelines to inform how schools will consult with seek from and respond to children and their parents the charter legislation and guidelines have potential to support student and parental engagement in school self evaluation and will continue to inform the inspectorate s developmental work in enhancing its engagement with students and parents in inspection processes available at the inspectorate actively promotes the participation of children and young people in its inspections publications and various presentations to stakeholders our published inspection guides for example advocate that all children should be given a voice recognising them as key stakeholders school inspection provides students with an opportunity to express their views about the quality of provision they enabling their participation plays a role in advocating for children s rights in schools settings generally we believe that student participation in inspection can provide considerable benefits for the inspectorate children young people and schools the inspectorate is continually seeking to improve how we seek listen to and take on board children and young people s views we have opted to take a do and then do more approach in so doing we commit to revisiting our approach for each of the three stages of inspection and through consultative processes to do more each time we are committed to equity and excellence in how we work with children and young people ensuring purposeful participation for children and young people is a learning journey for the inspectorate as for schools more needs to be done student participation will continue to be part of our core mission as an inspectorate,3,student_inclusion_and_participation,0.20289571350187222,0.0,0.00444820264639543,0.0,0.20289571350187222,0.18157896468664347,0.030358443776736962,0.00025217055499006673,0.03518480563638818,0.0,0.06984647217462679,0.0,0.0,0.11805698564925812,0.0,0.0
